id,course_name
1503,Build Your Own iOS App
1504,Data Structures and Design Patterns for Game Developers
1505,Quantitative Foundations for International Business
1506,Introduction to GIS Mapping
1507,Privacy & Standardisation Capstone
1508,Engaging and Assessing  Students with Plickers
1509,Teaching EFL/ESL Reading: A Task Based Approach
1510,PrEParing: PrEP for Providers and Patients
1511,Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers
1513,The Making of the US President: A Short History in Five Elections
1514,Interactivity with JavaScript
1515,Grammar and Punctuation
1516,Machine Learning: Create a Neural Network that Predicts whether an Image is a Car or Airplane.
1517,Electrodynamics: Electric and Magnetic Fields
1518,Operations Management: Strategy and Quality Management for the Digital Age
1519,Use SurveyMonkey to Create a Survey and Analyze Results
1520,Power and Sample Size for Multilevel and Longitudinal Study Designs
1521,Basic Sentiment Analysis with TensorFlow
1522,Create User Directory and Files with Linux Commands
1523,Feminism and Social Justice
1524,Writing Skills for Engineering Leaders
1526,Cyber Threat Intelligence
1527,Cyber Threat Intelligence
1528,Palo Alto Networks Cybersecurity Essentials I
1529,Marketing Management I
1530,Spatial Data Science and Applications
1532,Data Analysis Tools
1533,Core Interaction Programming
1534,Simulating Viral Pandemics in Python
1535,Foundations of Public Health Practice: The Public Health Toolkit
1536,Movie Recommendation System using Collaborative Filtering
1537,Generative Design for Performance and Weight Reduction
1538,Internet of Things V2: DragonBoard� bring up and community ecosystem
1539,Police Brutality in America Teach-Out
1540,Cities are back in town : urban sociology for a globalizing urban world
1541,Anatomy: Musculoskeletal and Integumentary Systems
1542,Monetary Policy in the Asia Pacific
1543,Create a Python Application using PyMongo and MongoDB Database
1544,Understanding and Visualizing Data with Python
1545,Foundations for Big Data Analysis with SQL
1546,Using Covid-19 Data to Make Supply Chain Logistics Decisions in Spreadsheets
1547,Creating Database Tables with SQL
1548,"Conjunctions, Connectives, and Adverb Clauses"
1549,Managing Project Risks and Changes
1550,Managing Project Risks and Changes
1551,International Entertainment and Sports Marketing
1552,Building Scalable Java Microservices with Spring Boot and Spring Cloud
1553,Mechanics of Materials III: Beam Bending
1555,Influencing People
1556,Sustainable Food Production Through Livestock Health Management
1557,Materials in Oral Health
1558,Leveraging Real-Time Analytics in Slack
1559,Basics of Extracellular Vesicles
1560,Create Your First Game with Python
1561,Information Visualization: Foundations
1562,An Introduction to Global Health
1563,The Holocaust - An Introduction (II): The Final Solution
1564,Psychodiagnostics and Psychological Assessment
1565,Introduction to Blockchain: Using and Securing Cryptocurrencies
1566,Developing the SIR Model
1567,Archaeoastronomy
1568,Finance for Everyone: Debt
1569,UX Design: From Concept to Prototype
1571,Web Design: Strategy and Information Architecture
1572,Hot Topics in Criminal Justice
1573,Accessible Landing Page Solutions in XD
1574,Moral Foundations of Politics
1575,"Big Data Analysis: Hive, Spark SQL, DataFrames and GraphFrames"
1576,How to Write a Resume (Project-Centered Course)
1577,Successful Presentation
1578,English for Teaching Purposes
1579,Geospatial Analysis Project
1582,Displays
1583,Initiating and Planning Projects
1585,Digital Transformations
1586,Siamese Network with Triplet Loss in Keras
1587,G Suite Security
1588,Practical Machine Learning on H2O
1589,Career Brand Development and Self-Coaching
1590,Understanding and Managing the Stresses of Police Work
1591,Native Advertising
1592,The AI Ladder: A Framework for Deploying AI in your Enterprise
1593,"Agriculture, Economics and Nature"
1594,Financing and Initiating Major Engineering Projects
1595,Simulation Analysis for Mechanical Engineers with Autodesk Fusion 360
1596,Camera Control
1597,Engineering Maintainable Android Apps
1598,New Venture Finance: Startup Funding for Entrepreneurs
1599,Data Analytics Foundations for Accountancy II
1600,Introduction to User Experience Design
1601,Build a Flywheel Infographic with Inkscape
1602,Political Governance and Public Policy in Russia
1603,Pandas Python Library for Beginners in Data Science
1604,Applications in Engineering Mechanics
1605,Theatre and Globalization
1606,Economics of Transition and Emerging Markets
1607,Health for All Through Primary Health Care
1608,Java Arrays and Loops
1609,Nearest Neighbor Collaborative Filtering
1610,Encouraging Student Growth with Teach Your Monster to Read
1611,Advanced Manufacturing Enterprise
1612,Population Health: Panel Management Next Level
1613,Evolution Today
1614,Fundamentals of Social Media Advertising
1615,Mitigating Security Vulnerabilities on Google Cloud Platform
1616,Practical SAS Programming and Certification Review
1617,G Suite Mail Management
1618,Introduction to Integrative Therapies and Healing Practices
1619,Exploring and Producing Data for Business Decision Making
1620,The Modern and the Postmodern (Part 1)
1621,Practical Introduction to the Command Line
1622,Measure and Optimize Social Media Marketing Campaigns
1623,Ebola Virus Disease: An Evolving Epidemic
1624,Machine Learning Using SAS Viya
1625,The Science of Health Care Delivery
1626,Addressing Large Hadron Collider Challenges by Machine Learning
1627,AI for Medical Prognosis
1628,Image Noise Reduction with Auto-encoders using TensorFlow
1629,Medical Applications of Particle Accelerators (NPAP MOOC)
1630,Write Your First Novel
1631,"Act on Climate: Steps to Individual, Community, and Political Action"
1632,Regression Modeling Fundamentals
1633,Relational Modeling in Dia
1634,Introduction to Hearing Loss
1635,ELL Success in the Content Classroom: Capstone Project
1636,Information Theory
1637,Product  and Service Development: Empathy  Mapping with Miro
1638,An Intuitive Introduction to Probability
1639,Digital Product Management: Modern Fundamentals
1640,Global Strategy II: Doing Business in The Global Economy
1641,Dimensionality Reduction using an Autoencoder in Python
1642,Lesson | Business English Skills: How to Write Effective Openings and Closings to Emails
1643,Autodesk Certified Professional: Revit for Architectural Design Exam Prep
1644,Forecasting Models for Marketing Decisions
1645,Executive Data Science Capstone
1646,"HI-FIVE: Health Informatics For Innovation, Value & Enrichment (Administrative/IT Perspective)"
1647,Blockchain Evolution and Technology Concepts
1648,Adjectives and Adjective Clauses
1649,Creative Programming for Digital Media & Mobile Apps
1650,Data Visualization in Google Slides
1651,"Health Systems Development: Health systems, Policy and Research"
1652,Introduction to Formal Concept Analysis
1653,Inflation Analysis for Investment Appraisal
1654,Financial Analysis for Startups
1655,Making Your First Virtual Reality Game
1656,Sharpened Visions: A Poetry Workshop
1657,Learn to Program: The Fundamentals
1658,Understanding and Strengthening Health Systems
1659,"Career planning: resume/CV, cover letter, interview"
1660,"Coding for Designers, Managers, & Entrepreneurs III"
1661,Exploratory Data Analysis
1662,A Geometrical Approach to Genome Analysis: Skew & Z-Curve
1663,COVID-19 Contact Tracing For Nursing Professionals
1664,Bridging the Gap between Strategy Design and Delivery
1665,"William Shakespeare's Twelfth Night: Comedy, Conflict, and Community"
1666,Mathematics for Machine Learning: PCA
1667,Computational Thinking for K-12 Educators: Conditional Loops and If Statements
1668,Blockchain and Business: Applications and Implications
1669,Fundamentals of Accounting Capstone
1670,Java Classes and Objects
1671,Introduction to Systems and Network Mapping with Kumu
1672,Science Matters: Let's Talk About COVID-19
1673,Alternative Approaches to Valuation and Investment
1674,Infection Prevention in Nursing Homes
1675,Facial Expression Recognition with Keras
1676,Russian Alphabet
1677,NLP: Twitter Sentiment Analysis
1678,Examine 508 Compliance & Accessibility in Chrome Extensions
1679,Entrepreneurship I: Laying the Foundation
1680,MBSE: Model-Based Systems Engineering
1681,Leading transformations: Manage change
1682,Statistical Inference
1684,"Accounting, Business and Society:  The Multi-faceted Role of Accounting"
1685,Communicating Business Analytics Results
1686,Sports Marketing
1687,International and Cross-Cultural Negotiation
1688,Introduction to battery-management systems
1689,Probability and Statistics: To p or not to p?
1690,"Professional development: Improve yourself, always"
1691,Identifying Social Entrepreneurship Opportunities
1692,Recommender Systems:  Evaluation and Metrics
1693,Managing Uncertainty in Marketing Analytics
1694,Create a Simple Gantt Chart using Google Sheets
1695,Mindfulness in Integrative Healthcare
1696,Mindfulness in Integrative Healthcare
1697,The Foundations of Cybersecurity
1698,Introduction to Engineering Mechanics
1699,Greening the Economy: Lessons from Scandinavia
1700,Leading Healthcare Quality and Safety
1701,Marketing Mix Fundamentals
1702,Building Interactive 3D Characters and Social VR
1703,The Global Financial Crisis
1704,Introduction to the Orbital Perspective
1705,Machine Translation
1706,Agile Planning for Software Products
1707,Functional Program Design in Scala
1708,Software Architecture for the Internet of Things
1709,Strategic Organization Design
1710,New Approaches to Countering Terror: Countering Violent Extremism
1711,Architecting Smart IoT Devices
1712,Prototyping and Design
1713,Water Resources Management and Policy
1714,Electric Utilities Fundamentals and Future
1719,"Resilience in Children Exposed to Trauma, Disaster and War: Global Perspectives"
1721,Economics of Money and Banking
1722,How Entrepreneurs in Emerging Markets can master the Blockchain Technology
1724,Image Super Resolution Using Autoencoders in Keras
1725,Negotiating Learner Differences: Towards Productive Diversity in Learning
1726,Introduction to Business Analytics: Communicating with Data
1727,Ecology: Ecosystem Dynamics and Conservation
1728,The Strategy of Content Marketing
1729,Agile Analytics
1730,Sales & Marketing Alignment
1731,Aerial Photography with UAV
1732,Advanced Relational Database and SQL
1733,International B2B (Business to Business) Marketing
1734,Financing and Profiting from Innovation for Corporate Entrepreneurs
1735,TensorFlow for AI: Applying Image Convolution
1737,Bioconductor for Genomic Data Science
1738,Mathematical Biostatistics Boot Camp 2
1739,At the Origins of the Mediterranean Civilization: Archaeology of the City from the Levant to the West - 3rd-1st millennium BC
1740,Visual Elements of User Interface Design
1741,iPad Music Player in XD
1742,"Reverse and complement nucleic acid sequences (DNA, RNA) using R"
1743,Requirements Elicitation: Artifact and Stakeholder Analysis
1744,Understanding Financial Statements: Company Performance
1746,Software Design as an Element of the Software Development Lifecycle
1747,Tinkering Fundamentals: Circuits
1748,Leading Organizations
1749,Cybersecurity Policy for Water and Electricity Infrastructures
1750,Sustainable Innovation for Subsistence Marketplaces
1751,Smart Cities � Management of Smart Urban Infrastructures
1752,Sports and Society
1753,Network Analysis in Systems Biology
1755,Natural Language Processing with Sequence Models
1756,Advanced Portfolio Construction and Analysis with Python
1757,Apply Generative Adversarial Networks (GANs)
1758,Exploratory Data Analysis with Seaborn
1759,Guitar for Beginners
1760,Guitar for Beginners
1761,Practical Guide to Navigating Professional Relationships
1762,"Algorithms, Part II"
1763,The Science of Success: What Researchers Know that You Should Know
1764,Geo-Visualization in Python
1765,Promote the Ethical Use of Data-Driven Technologies
1766,Portfolio Diversification using Correlation Matrix
1767,Genome Assembly Programming Challenge
1768,Supply chain management: Be global
1769,Serious Gaming
1770,"Introduction to the Nonprofit Sector, Nonprofit Organizations, Nonprofit Leadership and Governance"
1771,Security and Privacy in TOR Network
1772,Website Optimization Client Report Project
1773,The Bilingual Brain
1774,Python and Machine-Learning for Asset Management with Alternative Data Sets
1775,Machine Learning Pipelines with Azure ML Studio
1776,Introduction to Valuation with WACC
1777,Introduction to Search Engine Optimization
1778,Cloud Systems Software
1779,User Experience: Research & Prototyping
1780,Introduction to Project Management with ClickUp
1781,Python Data Structures
1782,Digital Signal Processing 3: Analog vs Digital
1783,Wood Science: Beyond Building
1784,More on Change and Sustainability
1785,Foundations of Teaching for Learning: Being a Teacher
1786,JavaScript Numbers: Properties and Methods
1789,"Major Engineering Projects: Governance, Risk and Scope"
1790,Mastering Digital Twins
1791,Data Visualization with Python
1792,Data Visualization with Python
1793,Quantum Optics 2 - Two photons and more
1794,Diagnosing Health Behaviors for Global Health Programs
1795,Introduction to Advanced Vibrations
1796,Sales Training: Inbound Business Strategy
1797,International Security Management
1799,Accounting Analysis I: Measurement and Disclosure of Assets
1800,MongoDB Aggregation Framework
1801,Predictive Modelling with Azure Machine Learning Studio
1802,Dairy Production and Management
1803,AWS Computer Vision: Getting Started with GluonCV
1804,"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning"
1805,Wine Tasting: Sensory Techniques for Wine Analysis
1807,Automation Scripts Using Bash
1808,Social Network Analysis
1809,Accounting for Decision Making
1810,Unravelling solutions for Future Food problems
1811,European Business Law: Competing in Europe
1812,Negotiation skills: Negotiate and resolve conflict
1814,Exploring Light: Hands-on Activities and Strategies for Teachers
1815,Fundamentals of waves and vibrations
1816,Internet of Things V2: Setting up and Using Cloud Services
1817,Foundations of Healthcare Systems Engineering
1818,Aspectos b�sicos de la planificaci�n y la gesti�n de proyectos
1819,Enhance Organizational Communications with Slack
1820,AI for Medical Diagnosis
1821,JavaScript Variables and Assignment Operators
1822,Web of Data
1823,Implant Dentistry
1824,What Is Contemporary Art?
1825,AI Workflow: Feature Engineering and Bias Detection
1826,Medical Technology and Evaluation
1827,Communication in the 21st Century Workplace
1828,"Excel/VBA for Creative Problem Solving, Part 3 (Projects)"
1829,Hardware Security
1830,3D Models for Virtual Reality
1831,Teach English Now! Teaching Language Online
1832,Build Basic Generative Adversarial Networks (GANs)
1833,Getting Started in Google Analytics
1834,Understanding Europe: Why It Matters and What It Can Offer You
1835,Future Development in Supply Chain Finance and Blockchain Technology
1836,Regression Analysis with Yellowbrick
1837,Use Canva to Create an Interactive Mind Map
1838,Convolutions for Text Classification with Keras
1839,Matrix Factorization and Advanced Techniques
1840,Fundamentals of financial and management accounting
1841,"Online Games: Literature, New Media, and Narrative"
1842,Electronic Music Performance Techniques
1843,Autodesk Fusion 360 Integrated CAD/CAM/CAE
1844,Advanced System Security Topics
1845,Reviews & Metrics for Software Improvements
1846,Internet of Things: Sensing and Actuation From Devices
1847,Design and Interpretation of Clinical Trials
1848,Exploring Beethoven�s Piano Sonatas Part 2
1849,Sustainable Development in the 21st Century with Ban Ki-moon
1850,IoT (Internet of Things) Wireless & Cloud Computing Emerging Technologies
1851,The Evolving Universe
1852,Light Up Your World in Unity (Introduction to Lighting)
1853,Business Strategy
1854,Culminating Project in Health Informatics
1855,Data Processing and Feature Engineering with MATLAB
1856,Web Application Security Testing with Burp Suite
1857,Modeling and Debugging Embedded Systems
1858,The Power of Markets III: Input Markets and Promoting Efficiency
1859,Predict Employee Turnover with scikit-learn
1860,Introduction to Translational Science
1861,Create a Financial Statement using Google Sheets
1862,Building Basic Relational Databases in�SQL Server Management Studio
1863,Analyzing the Universe
1864,Introduction to Google Docs
1865,Foundations of Business Strategy
1866,Writing and Editing: Structure and Organization
1867,Clinical Natural Language Processing
1868,Create a First-Person Camera (VM-Compatible!) in Unity
1869,Managing Your Health: The Role of Physical Therapy and Exercise
1870,Causal Inference  2
1871,Key Success Factors in Supply Chain Finance
1872,Python Basics
1873,Advanced Business Strategy
1874,Transacting on the Blockchain
1875,Facial Expression Classification Using Residual Neural Nets
1876,Logistic Regression with NumPy and Python
1877,Construct Stock Market Indices
1878,Predict Housing Prices in R on Boston Housing Data
1879,Herbal Medicine
1880,Creating Toolpaths for a CNC Lathe
1881,System Validation (2): Model process behaviour
1882,Artificial Intelligence Privacy and Convenience
1883,Client Booking & Scheduling with Picktime
1884,Academic Information Seeking
1885,Create a Boggle Word Solver using recursion in Python
1886,Collect and Share Employee Feedback with Officevibe
1887,Introduction to Social Media Analytics
1888,Exploratory Data Analysis for Machine Learning
1889,Exploratory Data Analysis for Machine Learning
1890,Organising an Empire: The Assyrian Way
1891,Managing G Suite
1892,Accounting and Finance for IT professionals
1893,The Talmud: A Methodological Introduction
1894,Intermediate Intel� Distribution of OpenVINO� toolkit for Deep Learning Applications
1896,Foundations of mining non-structured medical data
1897,What is �the mind� and what is artificial intelligence?
1898,Natural Language Processing
1899,Game Development for Modern Platforms
1900,Medical Neuroscience
1901,Computational Thinking for K-12 Educators: Variables and Nested Loops
1902,Supplier Management
1903,Uncover the Survey Data Story with Charts in Google Sheets
1904,Decentralized Applications (Dapps)
1905,Understanding economic policymaking
1906,TECH MeD: Transdisciplinary Education for Critical Hacks of Medical Devices
1907,Becoming Part of the Globalised Workplace
1908,Introduction to Computers and Office Productivity Software
1909,Stock Valuation with Dividend Discount Model
1910,Michigan Sport-Related Concussion Training Certification
1912,Data Visualization with Plotly Express
1913,"Teach English Now! Second Language Reading, Writing, and Grammar"
1914,"Teach English Now! Second Language Reading, Writing, and Grammar"
1915,"Sustainable Business: Big Issues, Big Changes"
1916,Analyzing Product Opportunities with Creately
1917,Build a Linear Layout App in Android Studio
1918,Information Security: Context and Introduction
1919,Methods for Solving Problems
1920,Emergent Phenomena in Science and Everyday Life
1921,FPGA Capstone:  Building FPGA Projects
1922,Nuclear Reactor Physics Basics
1924,Energy: The Enterprise
1925,The Introduction to Quantum Computing
1926,Leading Teams
1927,Effective Problem-Solving and Decision-Making
1928,Effective Problem-Solving and Decision-Making
1929,Instructional Design Foundations and Applications
1930,Introduction to Reproduction
1931,"Programming Languages, Part B"
1932,PyCaret: Anatomy of Regression
1933,Analysis of Variance with ANOVA in Google Sheets
1934,Initiating and Planning Projects
1936,Statistical Thermodynamics: Molecules to Machines
1937,Formal Financial Accounting
1938,The Power of Markets II: Market Structure and Firm Behavior
1939,Behavior Driven Development with Selenium and Cucumber
1940,Survey analysis to Gain Marketing Insights
1942,The Search for Great Ideas: Harnessing creativity to empower innovation.
1943,Dentistry 101
1944,An Introduction to Practical Deep Learning
1945,Advanced Instructional Strategies in the Virtual Classroom
1946,Astrobiology: Exploring Other Worlds
1947,Mastering Final Cut Pro
1948,Check Point Jump Start: Network Security
1949,Create your own Sudoku Solver using AI and Python
1950,Innovation and emerging technology: Be disruptive
1951,idea 2 IMPACT: An Introduction to Translating Assistive Health Technologies and Other Products
1952,Battery State-of-Charge (SOC) Estimation
1953,Designing the Future of Work
1954,Finding Purpose and Meaning In Life: Living for What Matters Most
1955,Autodesk Certified Professional: AutoCAD for Design and Drafting Exam Prep
1956,Machine Learning for Business Professionals
1957,Tricky American English Pronunciation
1958,Algorithmic Thinking (Part 2)
1959,Modern JavaScript: ES6 Basics
1960,Using Google Forms to Analyze User Research Data
1961,"Speak English Professionally: In Person, Online & On the Phone"
1962,Build an App in Android Studio using Read-Write
1963,Inferential and Predictive Statistics for Business
1964,Image Classification with CNNs using Keras
1965,Municipal Solid Waste Management in Developing Countries
1966,Tricky English Grammar
1967,Burgos: Deciphering Secrets of Medieval Spain
1968,Machine Design Part I
1969,Create and Design Digital Products using Canva
1970,American Contract Law I
1971,Genomic Data Science Capstone
1972,Becoming a changemaker: Introduction to Social Innovation
1973,Cities are back in town : sociologie urbaine pour un monde globalis�
1974,Quantum Optics 1 : Single Photons
1975,Interfacing with the Raspberry Pi
1976,Object Detection with Amazon Sagemaker
1977,Spanish Vocabulary: Cultural Experience
1978,Valuation for Startups Using Multiple Approach
1979,Budgeting and Scheduling Projects
1980,Inequality and Democracy
1981,Dermatology: Trip to skin
1982,Design and Make Infographics (Project-Centered Course)
1983,Introduction to Genetics and Evolution
1984,Python and Machine Learning for Asset Management
1985,Arranging for Songwriters
1986,Introduction to Finance: The Basics
1987,Supply Chain Finance Market and Fintech Ecosystem
1988,Developing a Systems Mindset
1989,Digital Transformation
1990,Think Again I: How to Understand Arguments
1991,Stock Valuation with Comparable Companies Analysis
1992,Managing the Company of the Future
1993,Teaching Popular Music in the Classroom
1994,First Steps in Making the Business Case for Sustainability
1995,AI For Medical Treatment
1996,Story and Narrative Development for Video Games
1997,Experimentation for Improvement
1998,High Stakes Leadership: Leading in Times of Crisis
1999,AI Capstone Project with Deep Learning
2000,Matrix Algebra for Engineers
2002,Wireless Communications for Everybody
2003,Non-Equilibrium Applications of Statistical Thermodynamics
2004,Create an interactive fiction adventure game with Python
2005,Know Thyself - The Value and Limits of Self-Knowledge: The Examined Life
2006,Digitalisation in Space Research
2007,Particle Physics: an Introduction
2008,Agile Analytics
2009,Evidence-based Toxicology
2010,"Coexistence in Medieval Spain: Jews, Christians, and Muslims"
2011,Chinese Culture and Contemporary China
2013,Mobile Interaction Design: How to Design Usable Mobile Products and Services
2014,DevOps Culture and Mindset
2015,Capstone - Managing Board Change for Higher Levels of Leadership and Governance Effectiveness
2016,Advanced Game Development Using PyGame
2017,Create a Record of Students using Arrays in Java
2018,Introduction to Galois Theory
2019,Qualitative Comparative Analysis (QCA)
2020,Disease Clusters
2021,Russian company law. Capital & Financing of legal entities
2022,The Business of Cybersecurity Capstone
2024,"Comparing Genes, Proteins, and Genomes (Bioinformatics III)"
2025,Java Built in Data Structures
2026,"Building Test Automation Framework - Selenium, C# & NUnit"
2027,The Brain and Space
2028,Create Keyboard Movement Mechanics with C# in Unity
2029,Software Requirements Prioritization: Risk Analysis
2031,Financial Markets
2032,"Forecasting, Budgeting, Territories, Evaluation and Legal/Ethical Issues"
2034,Clinical Epidemiology
2035,3D CAD Fundamental
2036,"Animals, Self, and Society"
2037,Asymmetric Cryptography and Key Management
2038,Asymmetric Cryptography and Key Management
2039,Keeping up with Change: Issues for the Finance Professional
2043,Strategic Procurement and Sourcing Conclusions
2044,Understanding Patient Perspectives on Medications
2045,"Trade, Immigration and Exchange Rates in a Globalized World"
2046,Predict Sales and Forecast Trends in Google Sheets
2047,Design Thinking for Innovation
2048,Singing Popular Music
2049,Linear Circuits 2: AC Analysis
2050,Identifying Security Vulnerabilities
2051,Summary Statistics in Public Health
2052,Networks and Communications Security
2053,Population Health: Study Design
2054,Future Healthcare Payment Models
2055,Think Again II: How to Reason Deductively
2056,English Composition I
2058,Optimizing a Website for Search
2060,Design Online Course Printables using Canva
2061,Business Models for Innovative Care for Older People
2063,Building Digital Media using Graphic Design in Google Slides
2064,Business Operations Support in Google Sheets
2065,Exploring Basic Income in a Changing Economy Teach-Out
2066,"HTML, CSS, and Javascript for Web Developers"
2067,Self Awareness and the Effective Leader
2068,Financing and Investing in Infrastructure
2069,Principles of Sustainable Finance
2070,Interactive Machine Learning Dashboards using Plotly Dash
2071,FIFA20 Data Exploration using Python
2072,"Introduction to XR: VR, AR, and MR Foundations"
2073,3D Printing Capstone
2074,How to Win a Data Science Competition: Learn from Top Kagglers
2075,3D Data Visualization for Science Communication
2076,Using Google Jamboard for Student Learning
2077,Metagenomics applied to surveillance of pathogens and antimicrobial resistance
2080,Advanced Linear Models for Data Science 2: Statistical Linear Models
2081,Creating a Dynamic Web Application using RShiny
2082,Generative Design for Industrial Applications
2083,Finance for Non-Finance Professionals
2084,IBM Data Privacy for Information Architecture
2085,Finding Mutations in DNA and Proteins (Bioinformatics VI)
2086,Semantic Segmentation with Amazon Sagemaker
2087,Visualization for Data Journalism
2088,Python Data Visualization
2089,Design Principles: an Introduction
2090,Traffic Sign Classification Using Deep Learning in Python/Keras
2091,Web Scraping with Python + BeautifulSoup
2092,Process Personal Details using Methods in Java
2093,Cultural and creative industries
2094,Psychological First Aid
2095,Algorithmic Thinking (Part 1)
2096,Conflict Management Project
2097,Foundations of Virtual Instruction
2098,Welcome to Game Theory
2099,University Teaching
2100,"The Holocaust - An Introduction (I): Nazi Germany: Ideology, The Jews and the World"
2101,Mathematical Foundations for Cryptography
2102,Translation quality management
2103,Logistic Regression with Python and Numpy
2104,Palo Alto Networks Cybersecurity Gateway II
2105,Meditation: A way to achieve your goals in your life
2106,Distributed Computing with Spark SQL
2107,Version Control of a Python Project using Git
2108,Valuation and Financial Analysis For Startups Capstone
2109,"Everyday Excel, Part 2"
2110,New Product Development - develop your own new product
2111,Calculus and Optimization for Machine Learning
2112,Customer Journey Prototyping in XD
2113,Concept Art for Video Games
2114,Strengthening Your Widening Network
2115,Testing for Web Accessibility With Accessibility Insights
2116,Natural Language Processing in TensorFlow
2117,Strategic Innovation: Managing Innovation Initiatives
2118,Strategic Management
2119,Building Candlestick Charts with Google Sheets
2120,Intelligence Tools for the Digital Age
2121,Evolution: A Course for Educators
2122,Custom Prediction Routine on Google AI Platform
2123,Write Like Mozart: An Introduction to Classical Music Composition
2124,Experimental Methods in Systems Biology
2125,Introduction to Software Testing
2126,RPA Lifecycle: Deployment and Maintenance
2127,Grant Proposal
2128,Business Russian Communication. Part 1
2129,Search Engine Optimization Fundamentals
2130,Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course)
2131,VLSI CAD Part II: Layout
2132,Journey of the Universe: The Unfolding of Life
2133,"Excel/VBA for Creative Problem Solving, Part 1"
2135,Guidance to Keep Newborn Babies Safe and Healthy
2136,Chimpanzee Behavior and Conservation
2137,Simple Retrieval Queries in MySQL Workbench
2138,Migrating to Google Cloud
2139,Impact from Digital Transformation: Full course
2140,Basic Recommender Systems
2141,Build a Full Website using WordPress
2142,Positive Psychology
2143,Mandarin Chinese 1: Chinese for Beginners
2144,AI Workflow: Enterprise Model Deployment
2145,Organic Solar Cells - Theory and Practice
2146,Religious Transformation in Early China: the Period of Division
2147,Setting the Stage for Success: An Eye on Safety Culture and Teamwork (Patient Safety II)
2148,Agile Projects: Develop Product Wireframe Prototypes in Miro
2149,Research for Impact
2150,Communicating During Global Emergencies
2151,Building AI Applications with Watson APIs
2152,"Using JavaScript, JQuery, and JSON in Django"
2153,UX and Interface Design for Embedded Systems
2154,Statistical Forecasting Techniques in Google Sheets
2155,"GIS, Mapping, and Spatial Analysis Capstone"
2156,Using Machine Learning in Trading and Finance
2157,Population Health: Responsible Data Analysis
2158,Mathematics for economists
2159,Climate Change Mitigation in Developing Countries
2160,Data Analytics:  Scraping Data using Hadley Wickam's Rvest package in R
2161,Conduct a Cost-Benefit Analysis in Google Sheets
2162,Foundations of Teaching for Learning: Curriculum
2163,Object-Oriented Design
2164,Business English: Marketing and Sales
2166,Water Supply and Sanitation Policy in Developing Countries Part 1: Understanding Complex Problems
2167,End-to-End Machine Learning with TensorFlow on GCP
2168,Accounting Analysis II: Measurement and Disclosure of Liabilities
2169,AR (Augmented Reality) & Video Streaming Services Emerging Technologies
2170,Social Science Approaches to the Study of Chinese Society Part 1
2171,Social Science Approaches to the Study of Chinese Society Part 2
2172,Computer Vision - Image Basics with OpenCV and Python
2173,Measuring and Maximizing Impact of COVID-19 Contact Tracing
2174,Supply Chain Analytics Essentials
2175,Country Level Economics: Macroeconomic Variables and Markets
2177,"Save, Load and Export Models with Keras"
2178,Advanced Content and Social Tactics to Optimize SEO
2179,Data Structures and Performance
2180,Data Structures and Performance
2181,Leadership Through Marketing
2183,Excel Skills for Business: Intermediate I
2184,Optical Efficiency and Resolution
2185,Introduction to API Testing using JMeter Tool
2186,Analysing Complexity
2187,Presentation skills: Public Speaking Project
2188,A Business Approach to Sustainable Landscape Restoration
2189,Human Resources Management Capstone: HR for People Managers
2190,Statistics with SAS
2191,Applied Machine Learning in Python
2192,Semiconductor Physics
2193,Major and Principal Gifts
2194,Systems and Application Security
2195,The Cosmopolitan Medieval Arabic World
2196,Launch Strategy: 5 Steps to Capstone Experience
2197,Introduction to Chemistry:  Structures and Solutions
2198,Sample-based Learning Methods
2199,Agile with Atlassian Jira
2200,Cyber Security in Manufacturing
2201,Excel Fundamentals for Data Analysis
2202,Hyperparameter Tuning with Keras Tuner
2203,Introduction to Portfolio Construction and Analysis with Python
2204,Opioid Epidemic: From Evidence to Impact
2205,The Science of Well-Being
2206,Introduction to Multilingual and Multicultural Education
2207,The Korean Economic Development
2208,1E Test: How Computers Work
2209,Developing FPGA-accelerated cloud applications with SDAccel: Practice
2210,Algorithmic Toolbox
2211,Copyright for Multimedia
2212,Algorithms on Graphs
2213,Getting Started with SAS Programming
2214,Construction Scheduling
2215,Data Science for Business Innovation
2216,"Emergency Care: Pregnancy, Infants, and Children"
2217,Nursing Informatics Leadership Theory and Practice
2218,Data Privacy Fundamentals
2219,"Problem Solving, Python Programming, and Video Games"
2220,Learning Technologies Foundations and Applications
2223,Secure Networked System with Firewall and IDS
2224,Advanced App Development in Android Capstone
2225,Taking Safety and Quality Improvement Work to the Next Level (Patient Safety VII)
2226,Career Options: Exploring a New Career
2227,Major Depression in the Population: A Public Health Approach
2228,Violence Against Healthcare
2229,"Introduction to Trading, Machine Learning & GCP"
2231,Teach English Now! Theories of Second Language Acquisition
2232,Teach English Now! Theories of Second Language Acquisition
2233,Portfolio and Risk Management
2234,Exploring Beethoven's Piano Sonatas Part 6
2236,Create a User Interface in Unity Part 2 - World-Space Canvas
2237,English/French Translator: Long Short Term Memory Networks
2238,Fundamentals of Organization
2239,Epidemics
2240,Disaster Risk Management and Korean Policies
2241,"Cloud Computing Applications, Part 2: Big Data and Applications in the Cloud"
